id,exercise_name,videoURL,steps,Category,Difficulty,Force,Grips,target,youtubeURL,details,Aka
791,Barbell Situp,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-situp-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-situp-side.mp4#t=0.1']","['Hold the bar with a slightly wider than shoulder width grip. Push the bar up toward the ceiling and maintain that elbow extension.', 'Flex your abs and sit-up. Aim to get your torso vertical while maintaining the barbell overhead.']",Barbell,Intermediate,Push,Overhand,{'Primary': ['Abdominals']},https://www.youtube.com/embed/rPy1_8f3vIY,"
How To Do The Barbell SitupSetupTo get the barbell into position, lay flat on the floor with your heels pressed into the ground and toes pointed toward the ceiling. Position the barbell on the floor over the top of your head, perform a pull over, and then extend your elbows to get it into position. The bar should be pointed directly at the ceiling.PerformingWith the bar pointed at the ceiling, begin to sit up. Do your best to not round your back on your way up. Keep your face toward the ceiling for the entirety of the rep. Get your torso vertical and your ears between your biceps. Then begin the eccentric. On your way back down, control your torso and the weight, and flex your abs.
",
792,Long Lever Plank,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-long-lever-plank-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-long-lever-plank-side.mp4#t=0.1']","['Start in a hand plank position and walk your hands further out until your ears are between your biceps.', 'Hold in this position for the allotted amount of time.', 'Make sure you keep a flat back for the whole set.']",Bodyweight,Advanced,Hold,Overhand,{'Primary': ['Abdominals']},https://www.youtube.com/embed/gD7rdimyXBU,,
793,Hand Plank,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-hand-plank-side_GnZ2NZh.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-hand-plank-front_ZnMlFBF.mp4#t=0.1']","['Start in a kneeling position with your hands planted on the ground.', 'Pick your knees up off the ground. Hold in this position with a flat back.']",Bodyweight,Beginner,Hold,Overhand,{'Primary': ['Abdominals']},https://www.youtube.com/embed/QMXncCeneZI,"
Hand Plank Detailed How to:SetupI suggest starting in a kneeling position as opposed to starting with your hips on the ground. When you begin from the hips on the ground position, your lumbar spine is hyperextended, which is dangerous and to be avoided in the overwhelming majority of exercises.You can either do a closed fist or open hand position. Whichever feels more comfortable. Step one foot back, and then the other to begin the Plank.Performing The Hand PlankBe careful to not let your hips rise or sag as you were holding the Hand Plank. Maintain a flat back the entire set. If you are having trouble knowing if your back is flat, try performing the exercise in front of a mirror so you can check your form. Continuously press your hands into the ground and spread your scapula. This will recruit your serratus anterior and get you some extra core work.How To Progress The Hand Plank:Like any other exercise, progression is important with the Plank. However, since the Plank is a hold and not a dynamic exercise with reps, it can be challenging knowing how to and when to progress the Plank. Here’s a quick step by step guide on progressing the PlankSet a range similar to a rep range. For example, 45 to 60 seconds. Let’s say in the beginning you are only able to do 45 seconds. Each week, try to add a bit more time (2-5 secs). Once you are able to complete 60 seconds with good form time to further progress.Switch to a more difficult variation. The natural next step is switching to the Hand Plank. Keep your same time range of 45-60 seconds. Since this is a more difficult variation you will likely fatigue before 60 seconds. Build your way back to 60 seconds like you did with the Forearm Plank. Add weight. At this point, it’s time to try adding some resistance to the Plank. Start light! You can either ask a gym buddy or place the weight on your back yourself. Either way, make sure the plate is in the middle of your upper back and not your lumbar spine. Then you can progress the plank similarly to any other exercise. By adding weight bit by bit overtime.You can continue to progress by going to a more difficult hold (Long Lever Plank, Hollow Hold) and then adding weight to those over time. 
",
794,Hollow Hold,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-hollow-hold-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-hollow-hold-side.mp4#t=0.1']","['Lay flat on the ground with your arms extended over head.', 'Pick your upper back and your legs off the ground. Your body should be in a banana shape.', 'Hold in this position.']",Bodyweight,Advanced,Hold,None,{'Primary': ['Abdominals']},https://www.youtube.com/embed/gD7rdimyXBU,,
795,Dumbbell Hollow Hold,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-hollow-hold-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-hollow-hold-side.mp4#t=0.1']","['Lay flat on the ground with a dumbbell overhead.', 'Pull your upper back and legs off the ground. Make a banana shape with your body.', 'The dumbbell should be held in your hands and your ears should be between your biceps.']",Dumbbells,Advanced,Hold,Overhand Neutral,{'Primary': ['Abdominals']},https://www.youtube.com/embed/gD7rdimyXBU,,
796,Mountain Climber,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-mountain-climber-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-mountain-climber-side.mp4#t=0.1']","['To perform a bodyweight mountain climber, start in a plank position with your hands placed directly under your shoulders.', 'Bring your right knee towards your chest, keeping your foot close to your hand. Quickly switch legs, bringing your left knee towards your chest.', 'Continue this movement, alternating legs, at a quick pace for a set amount of time or repetitions.']",Bodyweight,Beginner,Pull,Overhand,{'Primary': ['Abdominals']},,,
797,Plate Situp,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-situp-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-situp-side.mp4#t=0.1']","['Start by lying on your back on a mat with your legs bent and feet flat on the ground.', 'Hold a weight plate over your head with both hands, making sure to keep your arms straight.', 'Engage your core and use your abdominal muscles to sit up, keeping the weight plate towards the ceiling.']",Plate,Beginner,Push,Neutral,{'Primary': ['Abdominals']},,,
798,Weighted Forearm Plank,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-weighted-forearm-plank-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-weighted-forearm-plank-side.mp4#t=0.1']","['Get into a kneeling position with both forearms pressed into the ground.', 'Place a weight plate on your back (or have a partner do it for you).', 'Hold the plank for the allotted amount of time.']",Plate,Intermediate,Hold,None,{'Primary': ['Abdominals']},,,
799,Weighted Hand Plank,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-weighted-hand-plank-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-weighted-hand-plank-side.mp4#t=0.1']","['Start in a kneeling position with your hands planted on the ground.', 'Place a weight plate on your back or have a friend do it for you.', 'Pick your knees up off the ground. Hold in this position with a flat back.']",Plate,Intermediate,Hold,Overhand,{'Primary': ['Abdominals']},,,
800,Plate Hollow Hold,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-weighted-hollow-hold-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-weighted-hollow-hold-side.mp4#t=0.1']","['Lay flat on the ground with your arms extended over head holding a weight plate.', 'Pick your upper back and your legs off the ground. Your body should be in a banana shape.']",Plate,Advanced,Hold,Neutral,{'Primary': ['Abdominals']},https://www.youtube.com/embed/gD7rdimyXBU,,
801,Dumbbell Crunch,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-crunch-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-crunch-side.mp4#t=0.1']","['Start by lying flat on your back with your feet flat on the floor and your knees bent.', 'Hold a dumbbell over your clavicle.', 'Engage your core muscles and lift your torso off the floor until your shoulders are a few inches off the ground.', 'Lower yourself back down to the starting position, but avoid resting completely on the floor between reps.']",Dumbbells,Intermediate,Push,Underhand,{'Primary': ['Abdominals']},,,
802,Plank IYTW,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-plank-iytw-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-plank-iytw-side.mp4#t=0.1']","['Start in a plank position. Hold one dumbbell.', 'Raise the dumbbell straight out in front of you (I), at a 45 degree angle (Y), out to the side (T), and then bend at the elbow while raising (W).', 'Going through IYTW counts as one rep.', ""Make sure to keep your hips stable. If you're unable to, try performing this exercise from the knees.""]",Dumbbells,Intermediate,Hold,Neutral,"{'Primary': ['Abdominals'], 'Secondary': ['Shoulders']}",,,
803,Dumbbell Suitcase Crunch,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-suitcase-crunch-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-suitcase-crunch-side.mp4#t=0.1']","['Lay flat on the ground with a dumbbell. Point the soles of your shoes at the ceiling as well as the dumbbell.', 'Reach for your feet with the dumbbell before bringing your spine back to the floor.']",Dumbbells,Advanced,Push,Neutral,{'Primary': ['Abdominals']},,,
804,TRX Ab Rollout,"['https://media.musclewiki.com/media/uploads/videos/branded/male-trx-ab-rollout-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-trx-ab-rollout-side.mp4#t=0.1']","['Grasp the TRX handles with both hands, keeping your arms extended and your shoulders away from your ears.', 'Keep your abs engaged, roll forward onto your toes, and extend your arms in front of you.', 'Slowly lower your body down to the ground, keeping your arms straight and your abs engaged.', 'When your head gets between your arms, pause for a moment and then use your abs to pull your body back up to the starting position.']",TRX,Advanced,Pull,Overhand,"{'Primary': ['Abdominals'], 'Secondary': ['Lats'], 'Tertiary': ['Lower back']}",,,
805,TRX Forearm Plank,"['https://media.musclewiki.com/media/uploads/videos/branded/male-trx-forearm-plank-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-trx-forearm-plank-side.mp4#t=0.1']","['Lie face down on the ground and place your forearms on the ground directly under your shoulders.', 'With your feet in the stirrups, kick both feet into the TRX straps and hold the handles above your head.', 'Tighten your abs, glutes, and legs to form a straight line from your head to your feet.']",TRX,Beginner,Hold,Neutral None,{'Primary': ['Abdominals']},,,
